"REF_DATE","GEO","DGUID","Primary heating system and type of energy","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Newfoundland and Labrador","2016A000210","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95637356","2.6","24","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Wood pellets forced air furnace","Percent","239","units ","0","v95637357","2.7","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Propane forced air furnace","Percent","239","units ","0","v95637358","2.8","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other fuel forced air furnace","Percent","239","units ","0","v95637359","2.9","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Electric baseboard heaters","Percent","239","units ","0","v95637360","2.10","59","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Heating stove","Percent","239","units ","0","v95637361","2.11","7","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Electric heating stove","Percent","239","units ","0","v95637362","2.12","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Natural gas heating stove","Percent","239","units ","0","v95637363","2.13","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Oil heating stove","Percent","239","units ","0","v95637364","2.14","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Wood heating stove","Percent","239","units ","0","v95637365","2.15","97","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95637366","2.16","94","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Wood pellets heating stove","Percent","239","units ","0","v95637367","2.17","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Propane heating stove","Percent","239","units ","0","v95637368","2.18","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other fuel heating stove","Percent","239","units ","0","v95637369","2.19","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Boiler with hot water or steam radiators","Percent","239","units ","0","v95637370","2.20","6","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95637371","2.21","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95637372","2.22","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95637373","2.23","73","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95637374","2.24","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95637375","2.25","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95637376","2.26","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95637377","2.27","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95637378","2.28","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Electric radiant heating","Percent","239","units ","0","v95637379","2.29","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Heat pump","Percent","239","units ","0","v95637380","2.30","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other type of heating system","Percent","239","units ","0","v95637381","2.31","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other electric heating system","Percent","239","units ","0","v95637382","2.32","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other natural gas heating system","Percent","239","units ","0","v95637383","2.33","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other oil heating system","Percent","239","units ","0","v95637384","2.34","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other wood heating system","Percent","239","units ","0","v95637385","2.35","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95637386","2.36","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other wood pellets heating system","Percent","239","units ","0","v95637387","2.37","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other propane heating system","Percent","239","units ","0","v95637388","2.38","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Other fuel heating system","Percent","239","units ","0","v95637389","2.39","","F","","","0"
"2013","Prince Edward Island","2016A000211","All primary heating systems","Percent","239","units ","0","v107791221","3.40","91","","","","0"
"2013","Prince Edward Island","2016A000211","Electricity","Percent","239","units ","0","v107791222","3.41","14","E","","","0"
"2013","Prince Edward Island","2016A000211","Natural gas","Percent","239","units ","0","v107791223","3.42","","F","","","0"
"2013","Prince Edward Island","2016A000211","Oil","Percent","239","units ","0","v107791224","3.43","65","","","","0"
"2013","Prince Edward Island","2016A000211","Wood or wood pellets","Percent","239","units ","0","v107791225","3.44","13","E","","","0"
"2013","Prince Edward Island","2016A000211","Wood (excluding wood pellets)","Percent","239","units ","0","v107791226","3.45","12","E","","","0"
"2013","Prince Edward Island","2016A000211","Wood pellets","Percent","239","units ","0","v107791227","3.46","","F","","","0"
"2013","Prince Edward Island","2016A000211","Propane","Percent","239","units ","0","v107791228","3.47","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other fuel","Percent","239","units ","0","v107791229","3.48","","F","","","0"
"2013","Prince Edward Island","2016A000211","Forced air furnace","Percent","239","units ","0","v95637390","3.1","34","","","","0"
"2013","Prince Edward Island","2016A000211","Electric forced air furnace","Percent","239","units ","0","v95637391","3.2","","F","","","0"
"2013","Prince Edward Island","2016A000211","Natural gas forced air furnace","Percent","239","units ","0","v95637392","3.3","","F","","","0"
"2013","Prince Edward Island","2016A000211","Oil forced air furnace","Percent","239","units ","0","v95637393","3.4","93","","","","0"
"2013","Prince Edward Island","2016A000211","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95637394","3.5","","F","","","0"
"2013","Prince Edward Island","2016A000211","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95637395","3.6","","F","","","0"
"2013","Prince Edward Island","2016A000211","Wood pellets forced air furnace","Percent","239","units ","0","v95637396","3.7","","F","","","0"
"2013","Prince Edward Island","2016A000211","Propane forced air furnace","Percent","239","units ","0","v95637397","3.8","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other fuel forced air furnace","Percent","239","units ","0","v95637398","3.9","","F","","","0"
"2013","Prince Edward Island","2016A000211","Electric baseboard heaters","Percent","239","units ","0","v95637399","3.10","8","E","","","0"
"2013","Prince Edward Island","2016A000211","Heating stove","Percent","239","units ","0","v95637400","3.11","10","E","","","0"
"2013","Prince Edward Island","2016A000211","Electric heating stove","Percent","239","units ","0","v95637401","3.12","","F","","","0"
"2013","Prince Edward Island","2016A000211","Natural gas heating stove","Percent","239","units ","0","v95637402","3.13","","F","","","0"
"2013","Prince Edward Island","2016A000211","Oil heating stove","Percent","239","units ","0","v95637403","3.14","","F","","","0"
"2013","Prince Edward Island","2016A000211","Wood heating stove","Percent","239","units ","0","v95637404","3.15","80","","","","0"
"2013","Prince Edward Island","2016A000211","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95637405","3.16","71","","","","0"
"2013","Prince Edward Island","2016A000211","Wood pellets heating stove","Percent","239","units ","0","v95637406","3.17","","F","","","0"
"2013","Prince Edward Island","2016A000211","Propane heating stove","Percent","239","units ","0","v95637407","3.18","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other fuel heating stove","Percent","239","units ","0","v95637408","3.19","","F","","","0"
"2013","Prince Edward Island","2016A000211","Boiler with hot water or steam radiators","Percent","239","units ","0","v95637409","3.20","33","","","","0"
"2013","Prince Edward Island","2016A000211","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95637410","3.21","","F","","","0"
"2013","Prince Edward Island","2016A000211","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95637411","3.22","","F","","","0"
"2013","Prince Edward Island","2016A000211","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95637412","3.23","88","","","","0"
"2013","Prince Edward Island","2016A000211","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95637413","3.24","","F","","","0"
"2013","Prince Edward Island","2016A000211","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95637414","3.25","","F","","","0"
"2013","Prince Edward Island","2016A000211","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95637415","3.26","","F","","","0"
"2013","Prince Edward Island","2016A000211","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95637416","3.27","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95637417","3.28","","F","","","0"
"2013","Prince Edward Island","2016A000211","Electric radiant heating","Percent","239","units ","0","v95637418","3.29","","F","","","0"
"2013","Prince Edward Island","2016A000211","Heat pump","Percent","239","units ","0","v95637419","3.30","8","E","","","0"
"2013","Prince Edward Island","2016A000211","Other type of heating system","Percent","239","units ","0","v95637420","3.31","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other electric heating system","Percent","239","units ","0","v95637421","3.32","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other natural gas heating system","Percent","239","units ","0","v95637422","3.33","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other oil heating system","Percent","239","units ","0","v95637423","3.34","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other wood heating system","Percent","239","units ","0","v95637424","3.35","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95637425","3.36","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other wood pellets heating system","Percent","239","units ","0","v95637426","3.37","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other propane heating system","Percent","239","units ","0","v95637427","3.38","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other fuel heating system","Percent","239","units ","0","v95637428","3.39","","F","","","0"
"2013","Nova Scotia","2016A000212","All primary heating systems","Percent","239","units ","0","v107791230","4.40","94","","","","0"
"2013","Nova Scotia","2016A000212","Electricity","Percent","239","units ","0","v107791231","4.41","35","","","","0"
"2013","Nova Scotia","2016A000212","Natural gas","Percent","239","units ","0","v107791232","4.42","","F","","","0"
"2013","Nova Scotia","2016A000212","Oil","Percent","239","units ","0","v107791233","4.43","47","","","","0"
"2013","Nova Scotia","2016A000212","Wood or wood pellets","Percent","239","units ","0","v107791234","4.44","12","","","","0"
"2013","Nova Scotia","2016A000212","Wood (excluding wood pellets)","Percent","239","units ","0","v107791235","4.45","11","","","","0"
"2013","Nova Scotia","2016A000212","Wood pellets","Percent","239","units ","0","v107791236","4.46","","F","","","0"
"2013","Nova Scotia","2016A000212","Propane","Percent","239","units ","0","v107791237","4.47","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel","Percent","239","units ","0","v107791238","4.48","","F","","","0"
"2013","Nova Scotia","2016A000212","Forced air furnace","Percent","239","units ","0","v95637429","4.1","31","","","","0"
"2013","Nova Scotia","2016A000212","Electric forced air furnace","Percent","239","units ","0","v95637430","4.2","","F","","","0"
"2013","Nova Scotia","2016A000212","Natural gas forced air furnace","Percent","239","units ","0","v95637431","4.3","","F","","","0"
"2013","Nova Scotia","2016A000212","Oil forced air furnace","Percent","239","units ","0","v95637432","4.4","87","","","","0"
"2013","Nova Scotia","2016A000212","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95637433","4.5","15","E","","","0"
"2013","Nova Scotia","2016A000212","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95637434","4.6","14","E","","","0"
"2013","Nova Scotia","2016A000212","Wood pellets forced air furnace","Percent","239","units ","0","v95637435","4.7","","F","","","0"
"2013","Nova Scotia","2016A000212","Propane forced air furnace","Percent","239","units ","0","v95637436","4.8","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel forced air furnace","Percent","239","units ","0","v95637437","4.9","","F","","","0"
"2013","Nova Scotia","2016A000212","Electric baseboard heaters","Percent","239","units ","0","v95637438","4.10","29","","","","0"
"2013","Nova Scotia","2016A000212","Heating stove","Percent","239","units ","0","v95637439","4.11","7","","","","0"
"2013","Nova Scotia","2016A000212","Electric heating stove","Percent","239","units ","0","v95637440","4.12","","F","","","0"
"2013","Nova Scotia","2016A000212","Natural gas heating stove","Percent","239","units ","0","v95637441","4.13","","F","","","0"
"2013","Nova Scotia","2016A000212","Oil heating stove","Percent","239","units ","0","v95637442","4.14","","F","","","0"
"2013","Nova Scotia","2016A000212","Wood heating stove","Percent","239","units ","0","v95637443","4.15","88","","","","0"
"2013","Nova Scotia","2016A000212","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95637444","4.16","75","","","","0"
"2013","Nova Scotia","2016A000212","Wood pellets heating stove","Percent","239","units ","0","v95637445","4.17","","F","","","0"
"2013","Nova Scotia","2016A000212","Propane heating stove","Percent","239","units ","0","v95637446","4.18","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel heating stove","Percent","239","units ","0","v95637447","4.19","","F","","","0"
"2013","Nova Scotia","2016A000212","Boiler with hot water or steam radiators","Percent","239","units ","0","v95637448","4.20","23","","","","0"
"2013","Nova Scotia","2016A000212","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95637449","4.21","","F","","","0"
"2013","Nova Scotia","2016A000212","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95637450","4.22","","F","","","0"
"2013","Nova Scotia","2016A000212","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95637451","4.23","80","","","","0"
"2013","Nova Scotia","2016A000212","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95637452","4.24","","F","","","0"
"2013","Nova Scotia","2016A000212","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95637453","4.25","","F","","","0"
"2013","Nova Scotia","2016A000212","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95637454","4.26","","F","","","0"
"2013","Nova Scotia","2016A000212","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95637455","4.27","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95637456","4.28","","F","","","0"
"2013","Nova Scotia","2016A000212","Electric radiant heating","Percent","239","units ","0","v95637457","4.29","3","E","","","0"
"2013","Nova Scotia","2016A000212","Heat pump","Percent","239","units ","0","v95637458","4.30","6","E","","","0"
"2013","Nova Scotia","2016A000212","Other type of heating system","Percent","239","units ","0","v95637459","4.31","","F","","","0"
"2013","Nova Scotia","2016A000212","Other electric heating system","Percent","239","units ","0","v95637460","4.32","","F","","","0"
"2013","Nova Scotia","2016A000212","Other natural gas heating system","Percent","239","units ","0","v95637461","4.33","","F","","","0"
"2013","Nova Scotia","2016A000212","Other oil heating system","Percent","239","units ","0","v95637462","4.34","","F","","","0"
"2013","Nova Scotia","2016A000212","Other wood heating system","Percent","239","units ","0","v95637463","4.35","","F","","","0"
"2013","Nova Scotia","2016A000212","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95637464","4.36","","F","","","0"
"2013","Nova Scotia","2016A000212","Other wood pellets heating system","Percent","239","units ","0","v95637465","4.37","","F","","","0"
"2013","Nova Scotia","2016A000212","Other propane heating system","Percent","239","units ","0","v95637466","4.38","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel heating system","Percent","239","units ","0","v95637467","4.39","","F","","","0"
"2013","New Brunswick","2016A000213","All primary heating systems","Percent","239","units ","0","v107791239","5.40","90","","","","0"
"2013","New Brunswick","2016A000213","Electricity","Percent","239","units ","0","v107791240","5.41","60","","","","0"
"2013","New Brunswick","2016A000213","Natural gas","Percent","239","units ","0","v107791241","5.42","","F","","","0"
"2013","New Brunswick","2016A000213","Oil","Percent","239","units ","0","v107791242","5.43","14","","","","0"
"2013","New Brunswick","2016A000213","Wood or wood pellets","Percent","239","units ","0","v107791243","5.44","16","","","","0"
"2013","New Brunswick","2016A000213","Wood (excluding wood pellets)","Percent","239","units ","0","v107791244","5.45","15","","","","0"
"2013","New Brunswick","2016A000213","Wood pellets","Percent","239","units ","0","v107791245","5.46","","F","","","0"
"2013","New Brunswick","2016A000213","Propane","Percent","239","units ","0","v107791246","5.47","","F","","","0"
"2013","New Brunswick","2016A000213","Other fuel","Percent","239","units ","0","v107791247","5.48","","F","","","0"
"2013","New Brunswick","2016A000213","Forced air furnace","Percent","239","units ","0","v95637468","5.1","22","","","","0"
"2013","New Brunswick","2016A000213","Electric forced air furnace","Percent","239","units ","0","v95637469","5.2","17","E","","","0"
"2013","New Brunswick","2016A000213","Natural gas forced air furnace","Percent","239","units ","0","v95637470","5.3","","F","","","0"
"2013","New Brunswick","2016A000213","Oil forced air furnace","Percent","239","units ","0","v95637471","5.4","48","","","","0"
"2013","New Brunswick","2016A000213","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95637472","5.5","41","","","","0"
"2013","New Brunswick","2016A000213","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95637473","5.6","41","","","","0"
"2013","New Brunswick","2016A000213","Wood pellets forced air furnace","Percent","239","units ","0","v95637474","5.7","","F","","","0"
"2013","New Brunswick","2016A000213","Propane forced air furnace","Percent","239","units ","0","v95637475","5.8","","F","","","0"
"2013","New Brunswick","2016A000213","Other fuel forced air furnace","Percent","239","units ","0","v95637476","5.9","","F","","","0"
"2013","New Brunswick","2016A000213","Electric baseboard heaters","Percent","239","units ","0","v95637477","5.10","52","","","","0"
"2013","New Brunswick","2016A000213","Heating stove","Percent","239","units ","0","v95637478","5.11","7","","","","0"
"2013","New Brunswick","2016A000213","Electric heating stove","Percent","239","units ","0","v95637479","5.12","","F","","","0"
"2013","New Brunswick","2016A000213","Natural gas heating stove","Percent","239","units ","0","v95637480","5.13","","F","","","0"
"2013","New Brunswick","2016A000213","Oil heating stove","Percent","239","units ","0","v95637481","5.14","","F","","","0"
"2013","New Brunswick","2016A000213","Wood heating stove","Percent","239","units ","0","v95637482","5.15","92","","","","0"
"2013","New Brunswick","2016A000213","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95637483","5.16","79","","","","0"
"2013","New Brunswick","2016A000213","Wood pellets heating stove","Percent","239","units ","0","v95637484","5.17","","F","","","0"
"2013","New Brunswick","2016A000213","Propane heating stove","Percent","239","units ","0","v95637485","5.18","","F","","","0"
"2013","New Brunswick","2016A000213","Other fuel heating stove","Percent","239","units ","0","v95637486","5.19","","F","","","0"
"2013","New Brunswick","2016A000213","Boiler with hot water or steam radiators","Percent","239","units ","0","v95637487","5.20","6","E","","","0"
"2013","New Brunswick","2016A000213","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95637488","5.21","34","E","","","0"
"2013","New Brunswick","2016A000213","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95637489","5.22","","F","","","0"
"2013","New Brunswick","2016A000213","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95637490","5.23","52","E","","","0"
"2013","New Brunswick","2016A000213","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95637491","5.24","","F","","","0"
"2013","New Brunswick","2016A000213","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95637492","5.25","","F","","","0"
"2013","New Brunswick","2016A000213","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95637493","5.26","","F","","","0"
"2013","New Brunswick","2016A000213","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95637494","5.27","","F","","","0"
"2013","New Brunswick","2016A000213","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95637495","5.28","","F","","","0"
"2013","New Brunswick","2016A000213","Electric radiant heating","Percent","239","units ","0","v95637496","5.29","","F","","","0"
"2013","New Brunswick","2016A000213","Heat pump","Percent","239","units ","0","v95637497","5.30","10","","","","0"
"2013","New Brunswick","2016A000213","Other type of heating system","Percent","239","units ","0","v95637498","5.31","","F","","","0"
"2013","New Brunswick","2016A000213","Other electric heating system","Percent","239","units ","0","v95637499","5.32","","F","","","0"
"2013","New Brunswick","2016A000213","Other natural gas heating system","Percent","239","units ","0","v95637500","5.33","","F","","","0"
"2013","New Brunswick","2016A000213","Other oil heating system","Percent","239","units ","0","v95637501","5.34","","F","","","0"
"2013","New Brunswick","2016A000213","Other wood heating system","Percent","239","units ","0","v95637502","5.35","","F","","","0"
"2013","New Brunswick","2016A000213","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95637503","5.36","","F","","","0"
"2013","New Brunswick","2016A000213","Other wood pellets heating system","Percent","239","units ","0","v95637504","5.37","","F","","","0"
"2013","New Brunswick","2016A000213","Other propane heating system","Percent","239","units ","0","v95637505","5.38","","F","","","0"
